STATE CLIMATE OFFICE OF NORTH CAROLINA,
6/2/2019 12:53,
6/2/2019 13:53,
6/2/2019 14:53,
6/2/2019 15:53,
6/2/2019 16:53,
6/2/2019 17:53,
6/2/2019 18:53,
6/2/2019 19:53,
6/2/2019 20:53,
6/2/2019 21:53,
6/2/2019 22:53,
6/2/2019 23:53,
6/3/2019 0:53,
6/3/2019 1:53,
6/3/2019 2:53,
6/3/2019 3:53,
6/3/2019 4:53,
6/3/2019 5:53,
6/3/2019 6:53,
6/3/2019 7:53,
6/3/2019 8:53,
6/3/2019 9:53,
6/3/2019 10:53,
6/3/2019 11:53,
6/3/2019 12:53,
6/3/2019 13:53,
6/3/2019 14:53,
6/3/2019 15:53,
6/3/2019 16:53,
6/3/2019 17:53,
6/3/2019 18:53,
6/3/2019 19:53,
6/3/2019 20:53,
6/3/2019 21:53,
6/3/2019 22:53,
6/3/2019 23:53,
6/4/2019 0:53,
6/4/2019 1:53,
6/4/2019 2:53,
6/4/2019 3:53,
6/4/2019 4:53,
6/4/2019 5:53,
6/4/2019 6:53,
6/4/2019 7:53,
6/4/2019 8:53,
6/4/2019 9:53,
6/4/2019 10:53,
6/4/2019 11:53,
6/4/2019 12:53,
6/4/2019 13:53,
6/4/2019 14:53,
6/4/2019 15:53,
6/4/2019 16:53,
6/4/2019 17:53,
6/4/2019 18:53,
6/4/2019 19:53,
6/4/2019 20:53,
6/4/2019 21:53,
6/4/2019 22:53,
6/4/2019 23:53,
6/5/2019 0:53,
6/5/2019 1:53,
6/5/2019 2:53,
6/5/2019 3:53,
6/5/2019 4:53,
6/5/2019 5:53,
6/5/2019 6:53,
6/5/2019 7:53,
6/5/2019 8:53,
6/5/2019 9:53,
6/5/2019 10:53,
6/5/2019 11:53,
6/5/2019 12:53,
6/5/2019 13:53,0.02
6/5/2019 14:53,0.0001
6/5/2019 15:53,
6/5/2019 16:53,0.66
6/5/2019 17:53,0.08
6/5/2019 18:53,0.18
6/5/2019 19:53,
6/5/2019 20:53,
6/5/2019 21:53,
6/5/2019 22:53,
6/5/2019 23:53,
6/6/2019 0:53,
6/6/2019 1:53,
6/6/2019 2:53,
6/6/2019 3:53,
6/6/2019 4:53,
6/6/2019 5:53,
6/6/2019 6:53,
6/6/2019 7:53,
6/6/2019 8:53,
6/6/2019 9:53,
6/6/2019 10:53,
6/6/2019 11:53,
6/6/2019 12:53,
6/6/2019 13:53,
6/6/2019 14:53,0.05
6/6/2019 15:53,0.1
6/6/2019 16:53,0.52
6/6/2019 17:53,0.02
6/6/2019 18:53,
6/6/2019 19:53,
6/6/2019 20:53,0.21
6/6/2019 21:53,0.0001
6/6/2019 22:53,
6/6/2019 23:53,
6/7/2019 0:53,
6/7/2019 1:53,
6/7/2019 2:53,
6/7/2019 3:53,
6/7/2019 4:53,
6/7/2019 5:53,
6/7/2019 6:53,
6/7/2019 7:53,0.0001
6/7/2019 8:53,
6/7/2019 9:53,
6/7/2019 10:53,
6/7/2019 11:53,0.0001
6/7/2019 12:53,0.0001
6/7/2019 13:53,
6/7/2019 14:53,0.53
6/7/2019 15:53,0.0001
6/7/2019 16:53,0.0001
6/7/2019 17:53,0.0001
6/7/2019 18:53,0.0001
6/7/2019 19:53,0.0001
6/7/2019 20:53,
6/7/2019 21:53,
6/7/2019 22:53,
6/7/2019 23:53,
6/8/2019 0:53,0.24
6/8/2019 1:53,0.01
6/8/2019 2:53,0.0001
6/8/2019 3:53,0.0001
6/8/2019 4:53,
6/8/2019 5:53,
6/8/2019 6:53,0.0001
6/8/2019 7:53,0.09
6/8/2019 8:53,
6/8/2019 9:53,
6/8/2019 10:53,
6/8/2019 11:53,
6/8/2019 12:53,
6/8/2019 13:53,
6/8/2019 14:53,
6/8/2019 15:53,
6/8/2019 16:53,0.0001
6/8/2019 17:53,
6/8/2019 18:53,
6/8/2019 19:53,
6/8/2019 20:53,
6/8/2019 21:53,
6/8/2019 22:53,
6/8/2019 23:53,
6/9/2019 0:53,
6/9/2019 1:53,
6/9/2019 2:53,
6/9/2019 3:53,
6/9/2019 4:53,
6/9/2019 5:53,
6/9/2019 6:53,
6/9/2019 7:53,
6/9/2019 8:53,
6/9/2019 9:53,
6/9/2019 10:53,
6/9/2019 11:53,
6/9/2019 12:53,
6/9/2019 13:53,0.0001
6/9/2019 14:53,
6/9/2019 15:53,
6/9/2019 16:53,0.09
6/9/2019 17:53,0.04
6/9/2019 18:53,0.03
6/9/2019 19:53,0.15
6/9/2019 20:53,0.2
6/9/2019 21:53,0.1
6/9/2019 22:53,0.0001
6/9/2019 23:53,0.05
6/10/2019 0:53,0.04
6/10/2019 1:53,
6/10/2019 2:53,
6/10/2019 3:53,
6/10/2019 4:53,
6/10/2019 5:53,0.0001
6/10/2019 6:53,0.0001
6/10/2019 7:53,
6/10/2019 8:53,
6/10/2019 9:53,0.0001
6/10/2019 10:53,
6/10/2019 11:53,
6/10/2019 12:53,
6/10/2019 13:53,0.03
6/10/2019 14:53,0.07
6/10/2019 15:53,0.04
6/10/2019 16:53,0.01
6/10/2019 17:53,0.01
6/10/2019 18:53,0.01
6/10/2019 19:53,
6/10/2019 20:53,
6/10/2019 21:53,
6/10/2019 22:53,0.0001
6/10/2019 23:53,
6/11/2019 0:53,0.0001
6/11/2019 1:53,0.01
6/11/2019 2:53,0.0001
6/11/2019 3:53,0.01
6/11/2019 4:53,0.01
6/11/2019 5:53,
6/11/2019 6:53,
6/11/2019 7:53,
6/11/2019 8:53,
6/11/2019 9:53,
6/11/2019 10:53,
6/11/2019 11:53,
6/11/2019 12:53,
6/11/2019 13:53,
6/11/2019 14:53,
6/11/2019 15:53,
6/11/2019 16:53,
6/11/2019 17:53,
6/11/2019 18:53,
6/11/2019 19:53,
6/11/2019 20:53,
6/11/2019 21:53,
6/11/2019 22:53,
6/11/2019 23:53,
6/12/2019 0:53,
6/12/2019 1:53,
6/12/2019 2:53,
6/12/2019 3:53,
6/12/2019 4:53,
6/12/2019 5:53,
6/12/2019 6:53,
6/12/2019 7:53,
6/12/2019 8:53,
6/12/2019 9:53,
6/12/2019 10:53,
6/12/2019 11:53,
6/12/2019 12:53,0.0001
6/12/2019 13:53,0.0001
6/12/2019 14:53,0.01
6/12/2019 15:53,
6/12/2019 16:53,
6/12/2019 17:53,
6/12/2019 18:53,
6/12/2019 19:53,0.01
6/12/2019 20:53,0.0001
6/12/2019 21:53,0.01
6/12/2019 22:53,
6/12/2019 23:53,
6/13/2019 0:53,0.03
6/13/2019 1:53,0.04
6/13/2019 2:53,0.03
6/13/2019 3:53,0.02
6/13/2019 4:53,
6/13/2019 5:53,
6/13/2019 6:53,
6/13/2019 7:53,
6/13/2019 8:53,
6/13/2019 9:53,
6/13/2019 10:53,
6/13/2019 11:53,
6/13/2019 12:53,
6/13/2019 13:53,
6/13/2019 14:53,
6/13/2019 15:53,
6/13/2019 16:53,
6/13/2019 17:53,
6/13/2019 18:53,
6/13/2019 19:53,
6/13/2019 20:53,
6/13/2019 21:53,0.01
6/13/2019 22:53,
6/13/2019 23:53,
6/14/2019 0:53,
6/14/2019 1:53,
6/14/2019 2:53,
6/14/2019 3:53,
6/14/2019 4:53,
6/14/2019 5:53,
6/14/2019 6:53,
6/14/2019 7:53,
6/14/2019 8:53,
6/14/2019 9:53,
6/14/2019 10:53,
6/14/2019 11:53,
6/14/2019 12:53,
6/14/2019 13:53,
6/14/2019 14:53,
6/14/2019 15:53,
6/14/2019 16:53,
6/14/2019 17:53,
6/14/2019 18:53,
6/14/2019 19:53,
6/14/2019 20:53,
6/14/2019 21:53,
6/14/2019 22:53,
6/14/2019 23:53,
6/15/2019 0:53,
6/15/2019 1:53,
6/15/2019 2:53,
6/15/2019 3:53,
6/15/2019 4:53,
6/15/2019 5:53,
6/15/2019 6:53,
6/15/2019 7:53,
6/15/2019 8:53,missing
6/15/2019 9:53,missing
6/15/2019 10:53,
6/15/2019 11:53,
6/15/2019 12:53,
6/15/2019 13:53,
6/15/2019 14:53,missing
6/15/2019 15:53,
6/15/2019 16:53,
6/15/2019 17:53,
6/15/2019 18:53,
6/15/2019 19:53,
6/15/2019 20:53,
6/15/2019 21:53,
6/15/2019 22:53,
6/15/2019 23:53,
6/16/2019 0:53,
6/16/2019 1:53,
6/16/2019 2:53,
6/16/2019 3:53,
6/16/2019 4:53,
6/16/2019 5:53,
6/16/2019 6:53,
6/16/2019 7:53,
6/16/2019 8:53,
6/16/2019 9:53,
6/16/2019 10:53,
6/16/2019 11:53,
6/16/2019 12:53,
6/16/2019 13:53,
6/16/2019 14:53,
6/16/2019 15:53,
6/16/2019 16:53,
6/16/2019 17:53,
6/16/2019 18:53,
6/16/2019 19:53,
6/16/2019 20:53,
6/16/2019 21:53,
6/16/2019 22:53,
6/16/2019 23:53,
6/17/2019 0:53,
6/17/2019 1:53,
6/17/2019 2:53,
6/17/2019 3:53,
6/17/2019 4:53,
6/17/2019 5:53,
6/17/2019 6:53,
6/17/2019 7:53,
6/17/2019 8:53,
6/17/2019 9:53,
6/17/2019 10:53,
6/17/2019 11:53,
6/17/2019 12:53,
6/17/2019 13:53,
6/17/2019 14:53,
6/17/2019 15:53,
6/17/2019 16:53,
6/17/2019 17:53,
6/17/2019 18:53,
6/17/2019 19:53,
6/17/2019 20:53,
6/17/2019 21:53,
6/17/2019 22:53,
6/17/2019 23:53,
6/18/2019 0:53,
6/18/2019 1:53,
6/18/2019 2:53,
6/18/2019 3:53,
6/18/2019 4:53,
6/18/2019 5:53,
6/18/2019 6:53,
6/18/2019 7:53,
6/18/2019 8:53,
6/18/2019 9:53,
6/18/2019 10:53,
6/18/2019 11:53,
6/18/2019 12:53,
6/18/2019 13:53,
6/18/2019 14:53,
6/18/2019 15:53,
6/18/2019 16:53,
6/18/2019 17:53,0.0001
6/18/2019 18:53,
6/18/2019 19:53,0.0001
6/18/2019 20:53,
6/18/2019 21:53,
6/18/2019 22:53,
6/18/2019 23:53,
6/19/2019 0:53,
6/19/2019 1:53,
6/19/2019 2:53,
6/19/2019 3:53,
6/19/2019 4:53,
6/19/2019 5:53,
6/19/2019 6:53,
6/19/2019 7:53,0.0001
6/19/2019 8:53,
6/19/2019 9:53,0.0001
6/19/2019 10:53,
6/19/2019 11:53,
6/19/2019 12:53,
6/19/2019 13:53,
6/19/2019 14:53,0.0001
6/19/2019 15:53,
6/19/2019 16:53,
6/19/2019 17:53,
6/19/2019 18:53,
6/19/2019 19:53,
6/19/2019 20:53,
6/19/2019 21:53,
6/19/2019 22:53,
6/19/2019 23:53,
6/20/2019 0:53,
6/20/2019 1:53,
6/20/2019 2:53,
6/20/2019 3:53,
6/20/2019 4:53,
6/20/2019 5:53,
6/20/2019 6:53,
6/20/2019 7:53,
6/20/2019 8:53,missing
6/20/2019 9:53,missing
6/20/2019 10:53,
6/20/2019 11:53,
6/20/2019 12:53,
6/20/2019 13:53,
6/20/2019 14:53,0.03
6/20/2019 15:53,0.13
6/20/2019 16:53,0.01
6/20/2019 17:53,0.01
6/20/2019 18:53,0.13
6/20/2019 19:53,0.01
6/20/2019 20:53,
6/20/2019 21:53,
6/20/2019 22:53,
6/20/2019 23:53,
6/21/2019 0:53,
6/21/2019 1:53,
6/21/2019 2:53,
6/21/2019 3:53,
6/21/2019 4:53,
6/21/2019 5:53,
6/21/2019 6:53,
6/21/2019 7:53,
6/21/2019 8:53,
6/21/2019 9:53,
6/21/2019 10:53,
6/21/2019 11:53,
6/21/2019 12:53,
6/21/2019 13:53,
6/21/2019 14:53,
6/21/2019 15:53,
6/21/2019 16:53,
6/21/2019 17:53,
6/21/2019 18:53,
6/21/2019 19:53,
6/21/2019 20:53,
6/21/2019 21:53,
6/21/2019 22:53,
6/21/2019 23:53,
6/22/2019 0:53,
6/22/2019 1:53,
6/22/2019 2:53,
6/22/2019 3:53,
6/22/2019 4:53,0.0001
6/22/2019 5:53,
6/22/2019 6:53,
6/22/2019 7:53,
6/22/2019 8:53,
6/22/2019 9:53,
6/22/2019 10:53,missing
6/22/2019 11:53,missing
6/22/2019 12:53,missing
6/22/2019 13:53,missing
6/22/2019 14:53,missing
6/22/2019 15:53,
6/22/2019 16:53,
6/22/2019 17:53,
6/22/2019 18:53,
6/22/2019 19:53,
6/22/2019 20:53,
6/22/2019 21:53,
6/22/2019 22:53,
6/22/2019 23:53,
6/23/2019 0:53,
6/23/2019 1:53,
6/23/2019 2:53,
6/23/2019 3:53,
6/23/2019 4:53,0.0001
6/23/2019 5:53,
6/23/2019 6:53,
6/23/2019 7:53,
6/23/2019 8:53,
6/23/2019 9:53,
6/23/2019 10:53,
6/23/2019 11:53,
6/23/2019 12:53,
6/23/2019 13:53,
6/23/2019 14:53,
6/23/2019 15:53,
6/23/2019 16:53,
6/23/2019 17:53,
6/23/2019 18:53,
6/23/2019 19:53,
6/23/2019 20:53,
6/23/2019 21:53,
6/23/2019 22:53,
6/23/2019 23:53,
6/24/2019 0:53,
6/24/2019 1:53,
6/24/2019 2:53,
6/24/2019 3:53,
6/24/2019 4:53,
6/24/2019 5:53,
6/24/2019 6:53,
6/24/2019 7:53,
6/24/2019 8:53,
6/24/2019 9:53,
6/24/2019 10:53,
6/24/2019 11:53,
6/24/2019 12:53,
6/24/2019 13:53,
6/24/2019 14:53,
6/24/2019 15:53,
6/24/2019 16:53,
6/24/2019 17:53,
6/24/2019 18:53,
6/24/2019 19:53,
6/24/2019 20:53,
6/24/2019 21:53,
6/24/2019 22:53,
6/24/2019 23:53,
6/25/2019 0:53,
6/25/2019 1:53,
6/25/2019 2:53,
6/25/2019 3:53,
6/25/2019 4:53,
6/25/2019 5:53,
6/25/2019 6:53,
6/25/2019 7:53,
6/25/2019 8:53,
6/25/2019 9:53,
6/25/2019 10:53,
6/25/2019 11:53,
6/25/2019 12:53,
6/25/2019 13:53,
6/25/2019 14:53,
6/25/2019 15:53,
6/25/2019 16:53,
6/25/2019 17:53,
6/25/2019 18:53,
6/25/2019 19:53,
6/25/2019 20:53,
6/25/2019 21:53,
6/25/2019 22:53,
6/25/2019 23:53,
6/26/2019 0:53,
6/26/2019 1:53,
6/26/2019 2:53,
6/26/2019 3:53,
6/26/2019 4:53,
6/26/2019 5:53,
6/26/2019 6:53,
6/26/2019 7:53,
6/26/2019 8:53,
6/26/2019 9:53,
6/26/2019 10:53,
6/26/2019 11:53,
6/26/2019 12:53,
6/26/2019 13:53,
6/26/2019 14:53,
6/26/2019 15:53,
6/26/2019 16:53,
6/26/2019 17:53,
6/26/2019 18:53,
6/26/2019 19:53,
6/26/2019 20:53,
6/26/2019 21:53,
6/26/2019 22:53,
6/26/2019 23:53,
6/27/2019 0:53,
6/27/2019 1:53,
6/27/2019 2:53,
6/27/2019 3:53,
6/27/2019 4:53,
6/27/2019 5:53,
6/27/2019 6:53,
6/27/2019 7:53,
6/27/2019 8:53,
6/27/2019 9:53,
6/27/2019 10:53,
6/27/2019 11:53,
6/27/2019 12:53,
6/27/2019 13:53,
6/27/2019 14:53,
6/27/2019 15:53,
6/27/2019 16:53,
6/27/2019 17:53,
6/27/2019 18:53,
6/27/2019 19:53,
6/27/2019 20:53,
6/27/2019 21:53,
6/27/2019 22:53,
6/27/2019 23:53,
6/28/2019 0:53,
6/28/2019 1:53,
6/28/2019 2:53,
6/28/2019 3:53,
6/28/2019 4:53,
6/28/2019 5:53,
6/28/2019 6:53,
6/28/2019 7:53,
6/28/2019 8:53,
6/28/2019 9:53,
6/28/2019 10:53,
6/28/2019 11:53,
6/28/2019 12:53,
6/28/2019 13:53,
6/28/2019 14:53,
6/28/2019 15:53,
6/28/2019 16:53,
6/28/2019 17:53,
6/28/2019 18:53,
6/28/2019 19:53,
6/28/2019 20:53,
6/28/2019 21:53,
6/28/2019 22:53,
6/28/2019 23:53,
6/29/2019 0:53,
6/29/2019 1:53,
6/29/2019 2:53,
6/29/2019 3:53,
6/29/2019 4:53,
6/29/2019 5:53,
6/29/2019 6:53,
6/29/2019 7:53,
6/29/2019 8:53,
6/29/2019 9:53,
6/29/2019 10:53,
6/29/2019 11:53,
6/29/2019 12:53,
6/29/2019 13:53,
6/29/2019 14:53,
6/29/2019 15:53,
6/29/2019 16:53,
6/29/2019 17:53,
6/29/2019 18:53,
6/29/2019 19:53,
6/29/2019 20:53,
6/29/2019 21:53,
6/29/2019 22:53,
6/29/2019 23:53,
6/30/2019 0:53,
6/30/2019 1:53,
6/30/2019 2:53,
6/30/2019 3:53,
6/30/2019 4:53,
6/30/2019 5:53,
6/30/2019 6:53,
6/30/2019 7:53,
6/30/2019 8:53,
6/30/2019 9:53,
6/30/2019 10:53,
6/30/2019 11:53,
6/30/2019 12:53,
6/30/2019 13:53,
6/30/2019 14:53,
6/30/2019 15:53,
6/30/2019 16:53,
6/30/2019 17:53,0.03
6/30/2019 18:53,
6/30/2019 19:53,
6/30/2019 20:53,
6/30/2019 21:53,
6/30/2019 22:53,
6/30/2019 23:53,
7/1/2019 0:53,
7/1/2019 1:53,
7/1/2019 2:53,
7/1/2019 3:53,
7/1/2019 4:53,
7/1/2019 5:53,
7/1/2019 6:53,
7/1/2019 7:53,
7/1/2019 8:53,
7/1/2019 9:53,
7/1/2019 10:53,
7/1/2019 11:53,
7/1/2019 12:53,
7/1/2019 13:53,
7/1/2019 14:53,
7/1/2019 15:53,
7/1/2019 16:53,
7/1/2019 17:53,
7/1/2019 18:53,
7/1/2019 19:53,
7/1/2019 20:53,
7/1/2019 21:53,
7/1/2019 22:53,
7/1/2019 23:53,
7/2/2019 0:53,
7/2/2019 1:53,
7/2/2019 2:53,
7/2/2019 3:53,
7/2/2019 4:53,
7/2/2019 5:53,
7/2/2019 6:53,
7/2/2019 7:53,
7/2/2019 8:53,
7/2/2019 9:53,
7/2/2019 10:53,
7/2/2019 11:53,
7/2/2019 12:53,
7/2/2019 13:53,
7/2/2019 14:53,
7/2/2019 15:53,
7/2/2019 16:53,
7/2/2019 17:53,
7/2/2019 18:53,
7/2/2019 19:53,
7/2/2019 20:53,
7/2/2019 21:53,
7/2/2019 22:53,
7/2/2019 23:53,
7/3/2019 0:53,
7/3/2019 1:53,
7/3/2019 2:53,
7/3/2019 3:53,
7/3/2019 4:53,
7/3/2019 5:53,
7/3/2019 6:53,
7/3/2019 7:53,
7/3/2019 8:53,
7/3/2019 9:53,
7/3/2019 10:53,
7/3/2019 11:53,
7/3/2019 12:53,
7/3/2019 13:53,
7/3/2019 14:53,
7/3/2019 15:53,
7/3/2019 16:53,
7/3/2019 17:53,
7/3/2019 18:53,
7/3/2019 19:53,
7/3/2019 20:53,
7/3/2019 21:53,
7/3/2019 22:53,
7/3/2019 23:53,
7/4/2019 0:53,
7/4/2019 1:53,
7/4/2019 2:53,
7/4/2019 3:53,
7/4/2019 4:53,
7/4/2019 5:53,
7/4/2019 6:53,
7/4/2019 7:53,
7/4/2019 8:53,
7/4/2019 9:53,
7/4/2019 10:53,
7/4/2019 11:53,
7/4/2019 12:53,
7/4/2019 13:53,
7/4/2019 14:53,
7/4/2019 15:53,
7/4/2019 16:53,
7/4/2019 17:53,
7/4/2019 18:53,0.01
7/4/2019 19:53,0.07
7/4/2019 20:53,0.0001
7/4/2019 21:53,
7/4/2019 22:53,
7/4/2019 23:53,
7/5/2019 0:53,
7/5/2019 1:53,
7/5/2019 2:53,
7/5/2019 3:53,
7/5/2019 4:53,
7/5/2019 5:53,
7/5/2019 6:53,
7/5/2019 7:53,
7/5/2019 8:53,
7/5/2019 9:53,
7/5/2019 10:53,
7/5/2019 11:53,
7/5/2019 12:53,
7/5/2019 13:53,
7/5/2019 14:53,
7/5/2019 15:53,
7/5/2019 16:53,
7/5/2019 17:53,
7/5/2019 18:53,
7/5/2019 19:53,
7/5/2019 20:53,
7/5/2019 21:53,
7/5/2019 22:53,
7/5/2019 23:53,
7/6/2019 0:53,
7/6/2019 1:53,
7/6/2019 2:53,
7/6/2019 3:53,
7/6/2019 4:53,
7/6/2019 5:53,
7/6/2019 6:53,
7/6/2019 7:53,
7/6/2019 8:53,
7/6/2019 9:53,
7/6/2019 10:53,
7/6/2019 11:53,
7/6/2019 12:53,
7/6/2019 13:53,
7/6/2019 14:53,
7/6/2019 15:53,
7/6/2019 16:53,
7/6/2019 17:53,
7/6/2019 18:53,
7/6/2019 19:53,
7/6/2019 20:53,
7/6/2019 21:53,
7/6/2019 22:53,
7/6/2019 23:53,
7/7/2019 0:53,
7/7/2019 1:53,
7/7/2019 2:53,
7/7/2019 3:53,
7/7/2019 4:53,
7/7/2019 5:53,
7/7/2019 6:53,
7/7/2019 7:53,
7/7/2019 8:53,
7/7/2019 9:53,
7/7/2019 10:53,
7/7/2019 11:53,
7/7/2019 12:53,
7/7/2019 13:53,
7/7/2019 14:53,
7/7/2019 15:53,0.0001
7/7/2019 16:53,0.01
7/7/2019 17:53,
7/7/2019 18:53,
7/7/2019 19:53,
7/7/2019 20:53,
7/7/2019 21:53,0.0001
7/7/2019 22:53,0.0001
7/7/2019 23:53,
7/8/2019 0:53,
7/8/2019 1:53,
7/8/2019 2:53,
7/8/2019 3:53,
7/8/2019 4:53,
7/8/2019 5:53,
7/8/2019 6:53,
7/8/2019 7:53,
7/8/2019 8:53,
7/8/2019 9:53,
7/8/2019 10:53,
7/8/2019 11:53,
7/8/2019 12:53,
7/8/2019 13:53,
7/8/2019 14:53,
7/8/2019 15:53,
7/8/2019 16:53,
7/8/2019 17:53,
7/8/2019 18:53,
7/8/2019 19:53,
7/8/2019 20:53,
7/8/2019 21:53,
7/8/2019 22:53,
7/8/2019 23:53,
7/9/2019 0:53,
7/9/2019 1:53,
7/9/2019 2:53,
7/9/2019 3:53,
7/9/2019 4:53,
7/9/2019 5:53,
7/9/2019 6:53,
7/9/2019 7:53,
7/9/2019 8:53,
7/9/2019 9:53,
7/9/2019 10:53,
7/9/2019 11:53,
7/9/2019 12:53,
7/9/2019 13:53,
7/9/2019 14:53,
7/9/2019 15:53,
7/9/2019 16:53,
7/9/2019 17:53,
7/9/2019 18:53,
7/9/2019 19:53,
7/9/2019 20:53,
7/9/2019 21:53,
7/9/2019 22:53,
7/9/2019 23:53,
7/10/2019 0:53,
7/10/2019 1:53,
7/10/2019 2:53,
7/10/2019 3:53,
7/10/2019 4:53,
7/10/2019 5:53,
7/10/2019 6:53,
7/10/2019 7:53,
7/10/2019 8:53,
7/10/2019 9:53,
7/10/2019 10:53,
7/10/2019 11:53,
7/10/2019 12:53,
7/10/2019 13:53,
7/10/2019 14:53,
7/10/2019 15:53,
7/10/2019 16:53,
7/10/2019 17:53,
7/10/2019 18:53,
7/10/2019 19:53,
7/10/2019 20:53,
7/10/2019 21:53,
7/10/2019 22:53,
7/10/2019 23:53,
7/11/2019 0:53,
7/11/2019 1:53,
7/11/2019 2:53,
7/11/2019 3:53,
7/11/2019 4:53,
7/11/2019 5:53,
7/11/2019 6:53,
7/11/2019 7:53,
7/11/2019 8:53,
7/11/2019 9:53,
7/11/2019 10:53,
7/11/2019 11:53,
7/11/2019 12:53,
7/11/2019 13:53,
7/11/2019 14:53,
7/11/2019 15:53,
7/11/2019 16:53,
7/11/2019 17:53,
7/11/2019 18:53,0.0001
7/11/2019 19:53,0.49
7/11/2019 20:53,0.05
7/11/2019 21:53,0.0001
7/11/2019 22:53,
7/11/2019 23:53,
7/12/2019 0:53,0.0001
7/12/2019 1:53,
7/12/2019 2:53,0.03
7/12/2019 3:53,0.0001
7/12/2019 4:53,0.01
7/12/2019 5:53,
7/12/2019 6:53,
7/12/2019 7:53,
7/12/2019 8:53,
7/12/2019 9:53,
7/12/2019 10:53,
7/12/2019 11:53,
7/12/2019 12:53,
7/12/2019 13:53,
7/12/2019 14:53,
7/12/2019 15:53,
7/12/2019 16:53,0.01
7/12/2019 17:53,0.14
7/12/2019 18:53,
7/12/2019 19:53,
7/12/2019 20:53,
7/12/2019 21:53,
7/12/2019 22:53,
7/12/2019 23:53,
7/13/2019 0:53,
7/13/2019 1:53,
7/13/2019 2:53,
7/13/2019 3:53,
7/13/2019 4:53,
7/13/2019 5:53,
7/13/2019 6:53,
7/13/2019 7:53,
7/13/2019 8:53,
7/13/2019 9:53,
7/13/2019 10:53,
7/13/2019 11:53,
7/13/2019 12:53,
7/13/2019 13:53,
7/13/2019 14:53,
7/13/2019 15:53,
7/13/2019 16:53,
7/13/2019 17:53,
7/13/2019 18:53,
7/13/2019 19:53,
7/13/2019 20:53,
7/13/2019 21:53,
7/13/2019 22:53,
7/13/2019 23:53,
7/14/2019 0:53,
7/14/2019 1:53,
7/14/2019 2:53,
7/14/2019 3:53,
7/14/2019 4:53,
7/14/2019 5:53,
7/14/2019 6:53,
7/14/2019 7:53,
7/14/2019 8:53,
7/14/2019 9:53,
7/14/2019 10:53,
7/14/2019 11:53,
7/14/2019 12:53,
7/14/2019 13:53,
7/14/2019 14:53,
7/14/2019 15:53,
7/14/2019 16:53,
7/14/2019 17:53,
7/14/2019 18:53,
7/14/2019 19:53,
7/14/2019 20:53,
7/14/2019 21:53,
7/14/2019 22:53,
7/14/2019 23:53,
7/15/2019 0:53,
7/15/2019 1:53,
7/15/2019 2:53,
7/15/2019 3:53,
7/15/2019 4:53,
7/15/2019 5:53,
7/15/2019 6:53,
7/15/2019 7:53,
7/15/2019 8:53,
7/15/2019 9:53,
7/15/2019 10:53,
7/15/2019 11:53,
7/15/2019 12:53,
7/15/2019 13:53,
7/15/2019 14:53,
7/15/2019 15:53,
7/15/2019 16:53,
7/15/2019 17:53,
7/15/2019 18:53,
7/15/2019 19:53,
7/15/2019 20:53,
7/15/2019 21:53,
7/15/2019 22:53,
7/15/2019 23:53,
7/16/2019 0:53,
7/16/2019 1:53,
7/16/2019 2:53,
7/16/2019 3:53,
7/16/2019 4:53,
7/16/2019 5:53,
7/16/2019 6:53,
7/16/2019 7:53,
7/16/2019 8:53,
7/16/2019 9:53,
7/16/2019 10:53,
7/16/2019 11:53,
7/16/2019 12:53,
7/16/2019 13:53,
7/16/2019 14:53,
7/16/2019 15:53,
7/16/2019 16:53,0.0001
7/16/2019 17:53,
7/16/2019 18:53,
7/16/2019 19:53,
7/16/2019 20:53,
7/16/2019 21:53,
7/16/2019 22:53,
7/16/2019 23:53,
7/17/2019 0:53,
7/17/2019 1:53,
7/17/2019 2:53,
7/17/2019 3:53,
7/17/2019 4:53,
7/17/2019 5:53,
7/17/2019 6:53,
7/17/2019 7:53,
7/17/2019 8:53,
7/17/2019 9:53,
7/17/2019 10:53,
7/17/2019 11:53,
7/17/2019 12:53,
7/17/2019 13:53,
7/17/2019 14:53,
7/17/2019 15:53,
7/17/2019 16:53,
7/17/2019 17:53,
7/17/2019 18:53,
7/17/2019 19:53,
7/17/2019 20:53,
7/17/2019 21:53,
7/17/2019 22:53,
7/17/2019 23:53,
7/18/2019 0:53,0.02
7/18/2019 1:53,0.0001
7/18/2019 2:53,
7/18/2019 3:53,
7/18/2019 4:53,
7/18/2019 5:53,
7/18/2019 6:53,
7/18/2019 7:53,
7/18/2019 8:53,
7/18/2019 9:53,
7/18/2019 10:53,
7/18/2019 11:53,
7/18/2019 12:53,
7/18/2019 13:53,
7/18/2019 14:53,
7/18/2019 15:53,
7/18/2019 16:53,0.01
7/18/2019 17:53,0.03
7/18/2019 18:53,
7/18/2019 19:53,
7/18/2019 20:53,0.12
7/18/2019 21:53,0.06
7/18/2019 22:53,0.02
7/18/2019 23:53,0.0001
7/19/2019 0:53,
7/19/2019 1:53,
7/19/2019 2:53,
7/19/2019 3:53,
7/19/2019 4:53,
7/19/2019 5:53,
7/19/2019 6:53,
7/19/2019 7:53,
7/19/2019 8:53,
7/19/2019 9:53,
7/19/2019 10:53,
7/19/2019 11:53,
7/19/2019 12:53,
7/19/2019 13:53,
7/19/2019 14:53,
7/19/2019 15:53,
7/19/2019 16:53,
